Date,Open,High,Low,Close,Adj Close,Volume
16/03/1994,1.339286,1.348214,1.303571,1.3125,0.462855,36792000
17/03/1994,1.3125,1.321429,1.294643,1.303571,0.459707,39057200
18/03/1994,1.3125,1.3125,1.276786,1.299107,0.458132,55918800
21/03/1994,1.299107,1.303571,1.258929,1.267857,0.447112,61628000
22/03/1994,1.258929,1.267857,1.232143,1.25,0.440815,60706800
23/03/1994,1.258929,1.267857,1.223214,1.254464,0.442389,54171600
24/03/1994,1.254464,1.258929,1.214286,1.236607,0.436092,47023200
25/03/1994,1.241071,1.241071,1.169643,1.169643,0.412477,85909600
28/03/1994,1.178571,1.214286,1.169643,1.1875,0.418774,70644000
29/03/1994,1.1875,1.205357,1.151786,1.169643,0.412477,53379200
30/03/1994,1.160714,1.1875,1.133929,1.160714,0.409328,42456400
31/03/1994,1.160714,1.196429,1.125,1.1875,0.418774,52264800
04/04/1994,1.151786,1.1875,1.133929,1.1875,0.418774,42075600
05/04/1994,1.205357,1.223214,1.196429,1.196429,0.421923,24474800
06/04/1994,1.214286,1.214286,1.169643,1.196429,0.421923,32272800
07/04/1994,1.196429,1.205357,1.169643,1.191964,0.420348,19342400
08/04/1994,1.205357,1.214286,1.1875,1.196429,0.421923,44212000
11/04/1994,1.196429,1.196429,1.160714,1.196429,0.421923,26706400
12/04/1994,1.191964,1.191964,1.133929,1.142857,0.403031,34207600
13/04/1994,1.151786,1.160714,1.116071,1.133929,0.399882,58284800
14/04/1994,1.089286,1.133929,1.071429,1.125,0.396733,55498800
15/04/1994,1.116071,1.125,1.071429,1.080357,0.38099,47087600
18/04/1994,1.089286,1.089286,1.044643,1.058036,0.373118,57573600
19/04/1994,1.0625,1.071429,1.017857,1.035714,0.365246,41563200
20/04/1994,1.044643,1.071429,1,1.008929,0.355801,70462000
21/04/1994,1.017857,1.089286,0.964286,1.058036,0.373118,102634000
22/04/1994,1.116071,1.142857,1.017857,1.0625,0.374692,174456800
25/04/1994,1.0625,1.107143,1.053571,1.107143,0.390436,89810000
26/04/1994,1.125,1.125,1.107143,1.116071,0.393584,41056400
28/04/1994,1.107143,1.116071,1.0625,1.080357,0.38099,25118800
29/04/1994,1.071429,1.089286,1.0625,1.071429,0.377841,23696400
02/05/1994,1.071429,1.116071,1.071429,1.107143,0.390436,30805600
03/05/1994,1.107143,1.116071,1.053571,1.080357,0.38099,33224800
04/05/1994,1.107143,1.1875,1.089286,1.178571,0.415625,91039200
05/05/1994,1.1875,1.205357,1.151786,1.174107,0.414051,72083200
